MAPNAME,LATITUDE,LONGITUD,ICLEVEL,CONTROL,Degree-seeking Undergraduates,Graduate Students,Tuition & Fees
Sterling College,38.219937,-98.208644,1,2,638,15,28500
Tabor College,38.348606,-97.200949,1,2,547,72,33400
Washburn University,39.033778,-95.702222,1,1,4757,925,8872
Wichita Technical Institute,37.656976,-97.371819,2,3,2192,,16000
Alice Lloyd College,37.335087,-82.875068,1,2,611,,14230
Asbury University,37.862029,-84.662606,1,2,1494,293,32652
Ashland Community and Technical College,38.469201,-82.650664,2,1,2243,,4488
Bellarmine University,38.219279,-85.704997,1,2,2625,981,44620
Berea College,37.57202,-84.292893,1,2,1557,,43612
PJ's College of Cosmetology-Bowling Green,36.979195,-86.469756,3,3,307,,17216
Southcentral Kentucky Community and Technical College,36.984827,-86.476717,2,1,3767,,4488
Brescia University,37.769041,-87.111639,1,2,829,105,26950
Centre College,37.645709,-84.779392,1,2,1349,,46000
Clear Creek Baptist Bible College,36.725236,-83.727702,1,2,99,28,9860
Paul Mitchell the School-Lexington,37.980361,-84.548281,3,3,281,,16816
Galen College of Nursing-Louisville,38.281333,-85.499039,1,3,4531,288,19750
University of the Cumberlands,36.737048,-84.161646,1,2,4748,19391,9875
Eastern Kentucky University,37.740845,-84.300796,1,1,12760,3104,9752
Elizabethtown Community and Technical College,37.692858,-85.879927,2,1,4895,,4488
Georgetown College,38.207615,-84.553767,1,2,1121,538,41200
Paul Mitchell the School-Louisville,38.24897,-85.578849,3,3,312,,16215
Henderson Community College,37.797687,-87.650091,2,1,1058,,4488
Hopkinsville Community College,36.882654,-87.488297,2,1,2250,,4488
Summit Salon Academy-Lexington,38.028451,-84.453521,3,3,189,,7800
Kentucky State University,38.201427,-84.855402,1,1,1820,163,9020
Kentucky Wesleyan College,37.744489,-87.119658,1,2,889,,29660
Kentucky Christian University,38.338805,-82.945561,1,2,561,101,22130
University of Louisville,38.216862,-85.760412,1,1,16004,7878,12370
Madisonville Community College,37.362661,-87.512137,2,1,2519,,4488
Maysville Community and Technical College,38.626607,-83.806786,2,1,2646,,4488
Midway University,38.146126,-84.678142,1,2,1303,262,24850
Morehead State University,38.186768,-83.434021,1,1,6070,977,9462
Gateway Community and Technical College,38.960638,-84.633478,2,1,3514,,4568
Northern Kentucky University,39.029714,-84.463483,1,1,10587,6141,10392
University of Pikeville,37.479232,-82.521063,1,2,1138,922,22650
Big Sandy Community and Technical College,37.688248,-82.778847,2,1,2375,,4488
Empire Beauty School-Chenoweth,38.255764,-85.65752,3,3,154,,17145
Empire Beauty School-Elizabethtown,37.697453,-85.878557,3,3,185,,17145
Empire Beauty School-Dixie,38.167059,-85.830866,3,3,144,,17145
Empire Beauty School-Florence,39.009553,-84.628998,3,3,172,,17145
Southeast Kentucky Community & Technical College,36.966051,-82.997661,2,1,1905,,4488
The Southern Baptist Theological Seminary,38.248216,-85.687649,1,2,894,4551,11896
Spalding University,38.242407,-85.757725,1,2,938,887,26500
Sullivan University,38.212824,-85.670489,1,3,3456,682,13500
Thomas More University,39.022963,-84.568923,1,2,1689,193,34760
Transylvania University,38.052983,-84.493202,1,2,980,,42520
Union College,36.870875,-83.888477,1,2,1016,332,28889
Western Kentucky University,36.985035,-86.456828,1,1,14384,2814,10992
Ayers Career College,32.418291,-93.798229,3,3,297,,16300
Baton Rouge General Medical Center School of Nursing & School of Radiologic Technology,30.447919,-91.152502,2,2,188,,13285
Centenary College of Louisiana,32.483335,-93.730834,1,2,561,19,38060
Crescent City Bartending School,29.966842,-90.086679,3,3,659,,9950
Dillard University,29.996587,-90.06464,1,2,1269,,19284
Nunez Community College,29.95419,-89.95888,2,1,2461,,4255
Grambling State University,32.523797,-92.713245,1,1,5221,1130,7683
ITI Technical College,30.369764,-91.030485,2,3,952,,11156
John Jay Beauty College,30.007684,-90.230259,3,3,162,,5900
Louisiana State University Health Sciences Center-New Orleans,29.957272,-90.083145,1,1,1059,2121,10376
Louisiana State University-Alexandria,31.178616,-92.414409,1,1,3750,,6974
Louisiana State University and Agricultural & Mechanical College,30.414986,-91.178921,1,1,26069,7847,11958
Louisiana State University-Eunice,30.473292,-92.434523,2,1,3211,,4730
Louisiana State University-Shreveport,32.428465,-93.70561,1,1,2680,10849,7327
Aveda Arts & Sciences Institute-Baton Rouge,30.426526,-91.054308,3,3,294,,18500
Aveda Arts & Sciences Institute-Lafayette,30.206168,-92.042092,3,3,324,,18500
Louisiana College,31.324528,-92.425973,1,2,1008,346,17950
Louisiana Tech University,32.528297,-92.649963,1,1,8443,1536,10065
Loyola University New Orleans,29.936141,-90.120417,1,2,3366,1459,43498
McNeese State University,30.178187,-93.217222,1,1,6284,741,8380
University of New Orleans,30.027704,-90.067142,1,1,6605,1751,9072
New Orleans Baptist Theological Seminary,30.004336,-90.043439,1,2,1188,1794,9760
Nicholls State University,29.794486,-90.801571,1,1,6222,855,7946
University of Louisiana at Monroe,32.527748,-92.07374,1,1,6189,2382,9058
Northwest Louisiana Technical Community College,32.586037,-93.26302,2,1,1169,,4109
Northwestern State University of Louisiana,31.750666,-93.097797,1,1,9418,1422,8672
University of Holy Cross,29.912003,-89.99445,1,2,765,421,16000
Franciscan Missionaries of Our Lady University,30.401379,-91.110587,1,2,1131,421,14938
Pat Goins Benton Road Beauty School,32.516422,-93.719361,3,3,378,,15510
Aveda Arts & Sciences Institute-Covington,30.494049,-90.104008,3,3,3695,,18500
Saint Joseph Seminary College,30.526778,-90.113621,1,2,107,,22810
LaSalle Tech,29.592656,-90.696772,3,3,353,,18694
Fletcher Technical Community College,29.690884,-90.811707,2,1,2352,,3981
Remington College-Lafayette Campus,30.166882,-92.059734,2,2,505,,17347
SOWELA Technical Community College,30.217331,-93.16252,2,1,3464,,4265
Stevensons Academy of Hair Design,29.948438,-90.052219,3,3,161,,14175
Southeastern Louisiana University,30.514652,-90.468676,1,1,12141,1204,8289
Southern University and A & M College,30.524558,-91.190105,1,1,6024,1790,9842
Southern University at New Orleans,30.026162,-90.044912,1,1,1756,395,7059
Southern University at Shreveport,32.545632,-93.834559,2,1,2769,,4958
University of Louisiana at Lafayette,30.212191,-92.020165,1,1,14074,3083,10346
Northshore Technical Community College,30.379147,-89.899196,2,1,2898,,4203
Xavier University of Louisiana,29.964162,-90.107307,1,2,2680,1041,26398
College of the Atlantic,44.395258,-68.221517,1,2,382,4,43542
Bates College,44.105299,-70.203333,1,2,1922,,59062
Beal University,44.786465,-68.785428,1,3,438,5,37500
Bowdoin College,43.907134,-69.963942,1,2,1881,,58322
Maine College of Health Professions,44.100458,-70.21732,1,2,279,,14911
Central Maine Community College,44.134346,-70.235498,2,1,2532,,3864
Colby College,44.564211,-69.66337,1,2,2232,,61220
Eastern Maine Community College,44.826048,-68.74445,2,1,1613,,3865
Kennebec Valley Community College,44.594149,-69.61157,2,1,1706,,3865
University of Maine at Farmington,44.666911,-70.147121,1,1,1595,484,9590
University of Maine at Fort Kent,47.250389,-68.589319,1,1,1019,,8505
University of Maine,44.899257,-68.669332,1,1,9889,2924,11986
Maine Maritime Academy,44.389654,-68.804347,1,1,1004,30,14338
University of Maine at Presque Isle,46.672285,-68.016343,1,1,1102,,8495
University of New England,43.458591,-70.38535,1,2,2435,3965,39820
Northern Maine Community College,46.694668,-68.034796,2,1,598,,3830
Empire Beauty School-Maine,43.667885,-70.258154,3,3,257,,17625
Maine College of Art & Design,43.655743,-70.261015,1,2,391,59,38690
Saint Joseph's College of Maine,43.826314,-70.483373,1,2,1714,1077,39986
Spa Tech Institute-Westbrook,43.67659,-70.335331,3,3,347,,17350
University of Southern Maine,43.662863,-70.274247,1,1,5798,2714,9904
Thomas College,44.524909,-69.664734,1,2,792,195,29152
Unity College,44.603165,-69.332276,1,2,1231,417,12640
Washington County Community College,45.165537,-67.243306,2,1,268,,3859
Allegany College of Maryland,39.652152,-78.730398,2,1,2292,,8270
Award Beauty School,39.640443,-77.720283,3,3,165,,22900
University of Baltimore,39.305834,-76.616591,1,1,2155,2535,9364
Bowie State University,39.018185,-76.759721,1,1,5710,1141,8562
Capitol Technology University,39.046673,-76.850231,1,2,391,652,26954
Cecil College,39.642225,-75.955949,2,1,2418,,8070
Chesapeake College,38.952193,-76.083668,2,1,1830,,5552
Washington Adventist University,38.986349,-77.000608,1,2,864,147,25200
Coppin State University,39.311258,-76.658687,1,1,2236,295,6809
North American Trade Schools,39.309556,-76.749455,3,3,970,,18064
Frederick Community College,39.452241,-77.417849,2,1,4739,,7444
Frostburg State University,39.650918,-78.934293,1,1,4101,904,9594
Garrett College,39.560493,-79.342923,2,1,489,,9184
Goucher College,39.410175,-76.594843,1,2,1161,2129,48200
Hagerstown Community College,39.631009,-77.667379,2,1,3625,,6390
Harford Community College,39.56131,-76.282845,2,1,5203,,6065
Hood College,39.420631,-77.419049,1,2,1226,1072,43140
Aveda Institute-Maryland,39.531933,-76.349927,3,3,251,,17050
Lincoln College of Technology-Columbia,39.174673,-76.836463,2,3,1308,,31053
Loyola University Maryland,39.346358,-76.621872,1,2,3905,1984,53530
University of Maryland Global Campus,38.912706,-76.847584,1,1,66498,16886,7704
"University of Maryland, Baltimore",39.286864,-76.623983,1,1,1096,6834,11899
University of Maryland-Baltimore County,39.256686,-76.711607,1,1,11774,3158,12280
University of Maryland-College Park,38.988178,-76.944721,1,1,31974,11214,10955
Maryland Institute College of Art,39.308792,-76.621033,1,2,1672,677,52040
University of Maryland Eastern Shore,38.207386,-75.686852,1,1,2152,649,8724
Fortis Institute-Towson,39.403271,-76.604593,3,3,1009,,15808
Montgomery Beauty School,38.999622,-77.001966,3,3,150,,23050
Morgan State University,39.344161,-76.585565,1,1,6740,1523,8008
Mount St. Mary's University,39.681705,-77.351887,1,2,2104,593,44750
Ner Israel Rabbinical College,39.388021,-76.753526,1,2,345,171,13200
Hair Academy,38.956205,-76.869467,3,3,523,,20600
Salisbury University,38.34648,-75.604815,1,1,7385,1119,10188
St. Mary's College of Maryland,38.190904,-76.429097,1,1,1571,30,15124
St. John's College,38.981598,-76.491359,1,2,428,132,36170
United States Naval Academy,38.980507,-76.481692,1,1,4594,,
Stevenson University,39.421988,-76.702092,1,2,3379,753,38168
Washington College,39.217329,-76.06878,1,2,1128,,49768
McDaniel College,39.584231,-77.001992,1,2,1839,1676,46336
Wor-Wic Community College,38.373723,-75.499659,2,1,2922,,6720
Hult International Business School,42.369968,-71.070645,1,2,802,1947,43724
American International College,42.112346,-72.558338,1,2,1403,1525,39370
Amherst College,42.372459,-72.518493,1,2,1863,,61150
Anna Maria College,42.330542,-71.91896,1,2,1209,573,40208
Assumption University,42.294226,-71.828991,1,2,2066,548,45900
Bay Path University,42.055088,-72.583382,1,2,1926,2180,35781
Bay State College,42.350966,-71.071615,1,3,623,,29500
Bentley University,42.385995,-71.222839,1,2,4166,1375,54910
Berklee College of Music,42.346646,-71.089405,1,2,7687,820,46800
Berkshire Community College,42.45975,-73.314704,2,1,1498,,5492
Empire Beauty School-Boston,42.354683,-71.062722,3,3,174,,13600
Boston Architectural College,42.348467,-71.085786,1,2,272,491,22144
Boston College,42.336213,-71.169242,1,2,9837,6218,61706
Brandeis University,42.365727,-71.260155,1,2,4503,2342,60006
Bridgewater State University,41.98749,-70.974553,1,1,9494,2250,10732
Signature Healthcare Brockton Hospital School of Nursing,42.088032,-70.992764,2,2,380,,54075
Cape Cod Community College,41.691911,-70.337334,2,1,2941,,5352
Catherine Hinds Institute of Esthetics,42.493212,-71.13715,3,3,327,,13625
Laboure College,42.260866,-71.058279,1,2,1747,,32813
Clark University,42.249987,-71.823356,1,2,2296,1415,50302
Curry College,42.238061,-71.116539,1,2,2455,231,43270
Lincoln Technical Institute-Somerville,42.390826,-71.082082,3,3,807,,19924
Dean College,42.085634,-71.397813,1,2,1324,,42346
National Aviation Academy of New England,42.462164,-71.387244,2,3,375,,37700
Emerson College,42.352202,-71.065384,1,2,4013,1833,51286
Emmanuel College,42.340602,-71.103634,1,2,1856,156,43572
Endicott College,42.553296,-70.840847,1,2,3253,1687,36614
Rob Roy Academy-Fall River,41.698905,-71.157664,3,3,124,,14500
Fisher College,42.355253,-71.074125,1,2,1482,172,33500
Fitchburg State University,42.588298,-71.789666,1,1,3972,5583,10655
Framingham State University,42.297116,-71.437565,1,1,3667,3233,11380
Benjamin Franklin Institute of Technology,42.346023,-71.070231,1,2,655,,17550
Gordon College,42.590567,-70.82151,1,2,1483,725,26250
Greenfield Community College,42.599512,-72.630977,2,1,1456,,5642
Hampshire College,42.325852,-72.531469,1,2,551,,52738
Harvard University,42.374471,-71.118313,1,2,6594,26793,55587
Hellenic College-Holy Cross Greek Orthodox School of Theology,42.317018,-71.129418,1,2,47,95,22490
College of the Holy Cross,42.23752,-71.808214,1,2,3047,,56540
Holyoke Community College,42.194781,-72.651252,2,1,4392,,5378
Lasell University,42.342148,-71.24347,1,2,1547,702,42000
Lawrence Memorial Hospital School of Nursing,42.42581,-71.110958,2,2,383,,27080
Lesley University,42.38012,-71.117303,1,2,2088,3180,29550
Longy School of Music of Bard College,42.378657,-71.123479,1,2,46,189,48800
Lowell Academy Hairstyling Institute,42.643609,-71.308309,3,3,129,,13190
University of Massachusetts-Lowell,42.652864,-71.326809,1,1,15026,5850,15698
University of Massachusetts-Amherst,42.385999,-72.526728,1,1,25639,9172,16439
University of Massachusetts-Boston,42.312881,-71.036865,1,1,13840,3966,14677
Massachusetts Bay Community College,42.312292,-71.263821,2,1,3740,,5376
MCPHS University,42.336825,-71.101244,1,2,4112,3998,35810
Massachusetts College of Art and Design,42.336862,-71.099275,1,1,1782,154,14200
Massachusetts Institute of Technology,42.359243,-71.093226,1,2,4498,7717,55878
Massachusetts Maritime Academy,41.739072,-70.624084,1,1,1572,106,10516
Merrimack College,42.668344,-71.124216,1,2,4168,1711,46916
MGH Institute of Health Professions,42.375018,-71.054002,1,2,362,1312,83176
Montserrat College of Art,42.550212,-70.876131,1,2,354,,36450
Mount Holyoke College,42.256838,-72.575511,1,2,2110,189,56518
Mount Wachusett Community College,42.593142,-71.984148,2,1,3598,,5668
The New England Conservatory of Music,42.340946,-71.08629,1,2,412,347,53730
Nichols College,42.044033,-71.930283,1,2,1365,356,37300
Massachusetts College of Liberal Arts,42.691361,-73.102817,1,1,1094,346,11306
North Bennet Street School,42.36279,-71.05452,2,2,189,,50150
Northeastern University,42.339992,-71.088782,1,2,20228,10817,57592
Northern Essex Community College,42.796634,-71.04904,2,1,4806,,5544
College of Our Lady of the Elms,42.141781,-72.60154,1,2,1108,437,39449
Pine Manor College,42.320827,-71.156464,1,2,174,29,31660
Quincy College,42.252416,-71.003476,2,1,3563,,7176
Regis College,42.351291,-71.310561,1,2,1580,2970,44809
Roxbury Community College,42.329249,-71.09549,2,1,1510,,5784
Saint John's Seminary,42.344146,-71.161998,1,2,15,104,26724
Salem State University,42.503575,-70.890234,1,1,5897,1919,11675
Simmons University,42.3393,-71.099967,1,2,1796,5550,43062
Bard College at Simon's Rock,42.208803,-73.379201,1,2,348,,62433
Smith College,42.318111,-72.638097,1,2,2380,599,56114
Southeastern Technical Institute,42.010312,-71.081227,3,1,190,,11125
Springfield Technical Community College,42.108827,-72.578514,2,1,4681,,5520
University of Massachusetts-Dartmouth,41.62869,-71.004552,1,1,6388,2156,14408
Stonehill College,42.05905,-71.080632,1,2,2469,92,47808
Suffolk University,42.357945,-71.060917,1,2,4742,2662,41648
Tufts University,42.40855,-71.118293,1,2,6232,7108,63000
Wellesley College,42.291554,-71.306605,1,2,2367,,60752
Wentworth Institute of Technology,42.336632,-71.094983,1,2,4973,190,37650
Western New England University,42.115017,-72.520466,1,2,2677,1249,40380
Westfield State University,42.132698,-72.796503,1,1,4674,1152,11139
Wheaton College (Massachusetts),41.966637,-71.183979,1,2,1726,,58180
Williams College,42.712725,-73.203132,1,2,2043,25,59660
Worcester Polytechnic Institute,42.274853,-71.808339,1,2,4861,2481,55531
Worcester State University,42.267526,-71.844018,1,1,5038,1926,10586
Adrian College,41.898591,-84.061481,1,2,1769,92,39107
Albion College,42.245049,-84.745639,1,2,1540,,53090
Northwestern Technological Institute,42.4721,-83.238868,3,3,1307,,16797
Alma College,43.38004,-84.672053,1,2,1451,,43872
Alpena Community College,45.081647,-83.445069,1,1,1077,,7860
Andrews University,41.963859,-86.355815,1,2,1474,2234,31782
Aquinas College,42.96019,-85.628785,1,2,1335,193,36084
Baker College,42.984804,-84.172404,1,2,5944,432,12420
Bay de Noc Community College,45.772586,-87.085228,2,1,1554,,9064
Bayshire Academy of Beauty Craft Inc,43.599758,-83.88895,3,3,106,,9800
Calvin University,42.929916,-85.587548,1,2,3207,229,38240
Carnegie Institute,42.53889,-83.118801,2,3,160,,14702
Empire Beauty School-Michigan,43.028642,-85.691067,3,3,400,,19260
Cleary University,42.586638,-83.879987,1,2,660,191,22230
Concordia University Ann Arbor,42.273157,-83.68268,1,2,1115,235,31830
