State,County,avg_bal,med_bal,avg_inc,med_inc,avg_dti,med_dti,avg_bal_label,med_bal_label,avg_inc_label,med_inc_label,avg_bal_rankNat,med_bal_rankNat,avg_inc_rankNat,med_inc_rankNat,avg_dti_rankNat,med_dti_rankNat,avg_bal_pctNat,med_bal_pctNat,avg_inc_pctNat,med_inc_pctNat,avg_dti_pctNat,med_dti_pctNat,avg_bal_rankState,med_bal_rankState,avg_inc_rankState,med_inc_rankState,avg_dti_rankState,med_dti_rankState,avg_bal_pctState,med_bal_pctState,avg_inc_pctState,med_inc_pctState,avg_dti_pctState,med_dti_pctState,pct_bal_grt,avg_bal_sh_obal,med_bal_sh_obal,pct_bal_grt_label,avg_bal_sh_obal_label,med_bal_sh_obal_label,pct_bal_grt_rankNat,avg_bal_sh_obal_rankNat,med_bal_sh_obal_rankNat,pct_bal_grt_pctNat,avg_bal_sh_obal_pctNat,med_bal_sh_obal_pctNat,pct_bal_grt_rankState,avg_bal_sh_obal_rankState,med_bal_sh_obal_rankState,pct_bal_grt_pctState,avg_bal_sh_obal_pctState,med_bal_sh_obal_pctState,avg_bal_ASIAN,med_bal_ASIAN,avg_inc_ASIAN,med_inc_ASIAN,avg_dti_ASIAN,med_dti_ASIAN,avg_bal_label_ASIAN,med_bal_label_ASIAN,avg_inc_label_ASIAN,med_inc_label_ASIAN,avg_bal_rankNat_ASIAN,med_bal_rankNat_ASIAN,avg_inc_rankNat_ASIAN,med_inc_rankNat_ASIAN,avg_dti_rankNat_ASIAN,med_dti_rankNat_ASIAN,avg_bal_pctNat_ASIAN,med_bal_pctNat_ASIAN,avg_inc_pctNat_ASIAN,med_inc_pctNat_ASIAN,avg_dti_pctNat_ASIAN,med_dti_pctNat_ASIAN,avg_bal_rankState_ASIAN,med_bal_rankState_ASIAN,avg_inc_rankState_ASIAN,med_inc_rankState_ASIAN,avg_dti_rankState_ASIAN,med_dti_rankState_ASIAN,avg_bal_pctState_ASIAN,med_bal_pctState_ASIAN,avg_inc_pctState_ASIAN,med_inc_pctState_ASIAN,avg_dti_pctState_ASIAN,med_dti_pctState_ASIAN,pct_bal_grt_ASIAN,avg_bal_sh_obal_ASIAN,med_bal_sh_obal_ASIAN,pct_bal_grt_label_ASIAN,avg_bal_sh_obal_label_ASIAN,med_bal_sh_obal_label_ASIAN,pct_bal_grt_rankNat_ASIAN,avg_bal_sh_obal_rankNat_ASIAN,med_bal_sh_obal_rankNat_ASIAN,pct_bal_grt_pctNat_ASIAN,avg_bal_sh_obal_pctNat_ASIAN,med_bal_sh_obal_pctNat_ASIAN,pct_bal_grt_rankState_ASIAN,avg_bal_sh_obal_rankState_ASIAN,med_bal_sh_obal_rankState_ASIAN,pct_bal_grt_pctState_ASIAN,avg_bal_sh_obal_pctState_ASIAN,med_bal_sh_obal_pctState_ASIAN,avg_bal_BLACK,med_bal_BLACK,avg_inc_BLACK,med_inc_BLACK,avg_dti_BLACK,med_dti_BLACK,avg_bal_label_BLACK,med_bal_label_BLACK,avg_inc_label_BLACK,med_inc_label_BLACK,avg_bal_rankNat_BLACK,med_bal_rankNat_BLACK,avg_inc_rankNat_BLACK,med_inc_rankNat_BLACK,avg_dti_rankNat_BLACK,med_dti_rankNat_BLACK,avg_bal_pctNat_BLACK,med_bal_pctNat_BLACK,avg_inc_pctNat_BLACK,med_inc_pctNat_BLACK,avg_dti_pctNat_BLACK,med_dti_pctNat_BLACK,avg_bal_rankState_BLACK,med_bal_rankState_BLACK,avg_inc_rankState_BLACK,med_inc_rankState_BLACK,avg_dti_rankState_BLACK,med_dti_rankState_BLACK,avg_bal_pctState_BLACK,med_bal_pctState_BLACK,avg_inc_pctState_BLACK,med_inc_pctState_BLACK,avg_dti_pctState_BLACK,med_dti_pctState_BLACK,pct_bal_grt_BLACK,avg_bal_sh_obal_BLACK,med_bal_sh_obal_BLACK,pct_bal_grt_label_BLACK,avg_bal_sh_obal_label_BLACK,med_bal_sh_obal_label_BLACK,pct_bal_grt_rankNat_BLACK,avg_bal_sh_obal_rankNat_BLACK,med_bal_sh_obal_rankNat_BLACK,pct_bal_grt_pctNat_BLACK,avg_bal_sh_obal_pctNat_BLACK,med_bal_sh_obal_pctNat_BLACK,pct_bal_grt_rankState_BLACK,avg_bal_sh_obal_rankState_BLACK,med_bal_sh_obal_rankState_BLACK,pct_bal_grt_pctState_BLACK,avg_bal_sh_obal_pctState_BLACK,med_bal_sh_obal_pctState_BLACK,avg_bal_LATINO,med_bal_LATINO,avg_inc_LATINO,med_inc_LATINO,avg_dti_LATINO,med_dti_LATINO,avg_bal_label_LATINO,med_bal_label_LATINO,avg_inc_label_LATINO,med_inc_label_LATINO,avg_bal_rankNat_LATINO,med_bal_rankNat_LATINO,avg_inc_rankNat_LATINO,med_inc_rankNat_LATINO,avg_dti_rankNat_LATINO,med_dti_rankNat_LATINO,avg_bal_pctNat_LATINO,med_bal_pctNat_LATINO,avg_inc_pctNat_LATINO,med_inc_pctNat_LATINO,avg_dti_pctNat_LATINO,med_dti_pctNat_LATINO,avg_bal_rankState_LATINO,med_bal_rankState_LATINO,avg_inc_rankState_LATINO,med_inc_rankState_LATINO,avg_dti_rankState_LATINO,med_dti_rankState_LATINO,avg_bal_pctState_LATINO,med_bal_pctState_LATINO,avg_inc_pctState_LATINO,med_inc_pctState_LATINO,avg_dti_pctState_LATINO,med_dti_pctState_LATINO,pct_bal_grt_LATINO,avg_bal_sh_obal_LATINO,med_bal_sh_obal_LATINO,pct_bal_grt_label_LATINO,avg_bal_sh_obal_label_LATINO,med_bal_sh_obal_label_LATINO,pct_bal_grt_rankNat_LATINO,avg_bal_sh_obal_rankNat_LATINO,med_bal_sh_obal_rankNat_LATINO,pct_bal_grt_pctNat_LATINO,avg_bal_sh_obal_pctNat_LATINO,med_bal_sh_obal_pctNat_LATINO,pct_bal_grt_rankState_LATINO,avg_bal_sh_obal_rankState_LATINO,med_bal_sh_obal_rankState_LATINO,pct_bal_grt_pctState_LATINO,avg_bal_sh_obal_pctState_LATINO,med_bal_sh_obal_pctState_LATINO,avg_bal_NATVAM,med_bal_NATVAM,avg_inc_NATVAM,med_inc_NATVAM,avg_dti_NATVAM,med_dti_NATVAM,avg_bal_label_NATVAM,med_bal_label_NATVAM,avg_inc_label_NATVAM,med_inc_label_NATVAM,avg_bal_rankNat_NATVAM,med_bal_rankNat_NATVAM,avg_inc_rankNat_NATVAM,med_inc_rankNat_NATVAM,avg_dti_rankNat_NATVAM,med_dti_rankNat_NATVAM,avg_bal_pctNat_NATVAM,med_bal_pctNat_NATVAM,avg_inc_pctNat_NATVAM,med_inc_pctNat_NATVAM,avg_dti_pctNat_NATVAM,med_dti_pctNat_NATVAM,avg_bal_rankState_NATVAM,med_bal_rankState_NATVAM,avg_inc_rankState_NATVAM,med_inc_rankState_NATVAM,avg_dti_rankState_NATVAM,med_dti_rankState_NATVAM,avg_bal_pctState_NATVAM,med_bal_pctState_NATVAM,avg_inc_pctState_NATVAM,med_inc_pctState_NATVAM,avg_dti_pctState_NATVAM,med_dti_pctState_NATVAM,pct_bal_grt_NATVAM,avg_bal_sh_obal_NATVAM,med_bal_sh_obal_NATVAM,pct_bal_grt_label_NATVAM,avg_bal_sh_obal_label_NATVAM,med_bal_sh_obal_label_NATVAM,pct_bal_grt_rankNat_NATVAM,avg_bal_sh_obal_rankNat_NATVAM,med_bal_sh_obal_rankNat_NATVAM,pct_bal_grt_pctNat_NATVAM,avg_bal_sh_obal_pctNat_NATVAM,med_bal_sh_obal_pctNat_NATVAM,pct_bal_grt_rankState_NATVAM,avg_bal_sh_obal_rankState_NATVAM,med_bal_sh_obal_rankState_NATVAM,pct_bal_grt_pctState_NATVAM,avg_bal_sh_obal_pctState_NATVAM,med_bal_sh_obal_pctState_NATVAM,avg_bal_WHITE,med_bal_WHITE,avg_inc_WHITE,med_inc_WHITE,avg_dti_WHITE,med_dti_WHITE,avg_bal_label_WHITE,med_bal_label_WHITE,avg_inc_label_WHITE,med_inc_label_WHITE,avg_bal_rankNat_WHITE,med_bal_rankNat_WHITE,avg_inc_rankNat_WHITE,med_inc_rankNat_WHITE,avg_dti_rankNat_WHITE,med_dti_rankNat_WHITE,avg_bal_pctNat_WHITE,med_bal_pctNat_WHITE,avg_inc_pctNat_WHITE,med_inc_pctNat_WHITE,avg_dti_pctNat_WHITE,med_dti_pctNat_WHITE,avg_bal_rankState_WHITE,med_bal_rankState_WHITE,avg_inc_rankState_WHITE,med_inc_rankState_WHITE,avg_dti_rankState_WHITE,med_dti_rankState_WHITE,avg_bal_pctState_WHITE,med_bal_pctState_WHITE,avg_inc_pctState_WHITE,med_inc_pctState_WHITE,avg_dti_pctState_WHITE,med_dti_pctState_WHITE,pct_bal_grt_WHITE,avg_bal_sh_obal_WHITE,med_bal_sh_obal_WHITE,pct_bal_grt_label_WHITE,avg_bal_sh_obal_label_WHITE,med_bal_sh_obal_label_WHITE,pct_bal_grt_rankNat_WHITE,avg_bal_sh_obal_rankNat_WHITE,med_bal_sh_obal_rankNat_WHITE,pct_bal_grt_pctNat_WHITE,avg_bal_sh_obal_pctNat_WHITE,med_bal_sh_obal_pctNat_WHITE,pct_bal_grt_rankState_WHITE,avg_bal_sh_obal_rankState_WHITE,med_bal_sh_obal_rankState_WHITE,pct_bal_grt_pctState_WHITE,avg_bal_sh_obal_pctState_WHITE,med_bal_sh_obal_pctState_WHITE
CO,08037,18857.6495833333,11763.37,38392.0987569423,38552.833870849,0.484198504560704,0.302876643714134,"$18,858","$11,763","$38,392","$38,553",2349,2163,264,248,2656,2611,14th,20th,90th,90th,2nd,4th,36,34,12,11,37,37,14th,19th,73rd,75th,12th,12th,0.402930402930403,0.889057034220532,0.9275,40.26%,88.88%,92.73%,2550,2638,2702,10th,7th,5th,38,38,40,21st,21st,17th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.818181818181818,1.00369090909091,1.1158,81.84%,100.32%,111.54%,38,369,23,92nd,23rd,95th,2,8,2,93rd,53rd,93rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600.8397101449,11794.89,38714.4757651676,40428.1885374739,0.470492798952324,0.315563436623414,"$18,601","$11,795","$38,714","$40,428",2224,2054,303,234,2475,2384,12th,19th,88th,90th,3rd,6th,34,33,11,10,36,35,15th,17th,74th,76th,10th,12th,0.385496183206107,0.884053174603175,0.91225,38.50%,88.44%,91.19%,2428,2486,2549,10th,7th,5th,37,36,40,21st,23rd,15th
CO,08039,21035.7694117647,20032.88,38670.4512821206,40172,0.541678018742469,0.512703531674933,"$21,036","$20,033","$38,670","$40,172",2100,512,244,183,2591,1512,23rd,81st,91st,93rd,5th,44th,33,11,10,9,35,19,21st,75th,78th,80th,17th,56th,0.523076923076923,0.900995384615385,1.0038,52.36%,90.09%,100.43%,1838,2592,2065,35th,9th,27th,20,37,24,59th,23rd,51st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21035.7694117647,20032.88,38670.4512821206,40172,0.541678018742469,0.512703531674933,"$21,036","$20,033","$38,670","$40,172",1986,544,304,242,2398,1326,22nd,78th,88th,90th,6th,48th,31,10,12,11,33,16,23rd,76th,71st,74th,17th,61st,0.523076923076923,0.900995384615385,1.0038,52.36%,90.09%,100.43%,1646,2417,1868,39th,10th,30th,18,35,20,63rd,26th,58th
CO,08041,29215.8783905579,16961.665,36232.2506206255,35802,0.826581146799126,0.485838064345297,"$29,216","$16,962","$36,232","$35,802",996,1078,372,396,1812,1730,63rd,60th,86th,85th,33rd,36th,17,24,14,16,22,22,60th,43rd,68th,63rd,48th,48th,0.552608153818765,1.00963987595768,1.02455,55.22%,100.98%,102.41%,1599,1526,1406,44th,46th,50th,16,14,15,68th,72nd,70th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22346.1716666667,13362.735,26085.2626589777,28308.7729480993,0.883048449781416,0.497408738936592,"$22,346","$13,363","$26,085","$28,309",250,204,180,118,275,286,44th,54th,59th,73rd,38th,35th,9,8,7,5,8,8,27th,36th,45th,63rd,36th,36th,0.468421052631579,0.953255080213904,1,46.86%,95.37%,99.99%,417,422,424,13th,12th,12th,12,12,12,26th,26th,26th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29491.8933928571,17044.28,36639.9421012274,36719.0869408522,0.824312371232874,0.483995561416399,"$29,492","$17,044","$36,640","$36,719",947,1061,412,419,1614,1549,62nd,58th,83rd,83rd,36th,39th,17,21,15,15,19,19,58th,48th,64th,64th,53rd,53rd,0.555555555555556,1.01163118035883,1.0267,55.55%,101.20%,102.63%,1375,1321,1143,49th,51st,57th,13,11,12,73rd,78th,76th
CO,08043,28288.6920689655,16053.34,29918.0396064735,30921.5556467794,0.947152873442544,0.562682061423286,"$28,289","$16,053","$29,918","$30,922",1131,1275,1168,1004,1288,1192,58th,53rd,57th,63rd,52nd,56th,20,25,26,25,16,14,53rd,41st,39th,41st,63rd,68th,0.6375,1.06319493670886,1.06,63.80%,106.37%,106.04%,814,679,584,71st,76th,79th,10,6,9,80th,89th,82nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28288.6920689655,16053.34,29918.0396064735,30921.5556467794,0.947152873442544,0.562682061423286,"$28,289","$16,053","$29,918","$30,922",1093,1268,1246,1087,1109,1011,57th,50th,51st,57th,56th,60th,19,25,27,26,13,12,53rd,38th,33rd,35th,69th,71st,0.6375,1.06319493670886,1.06,63.8%,106.37%,106.04%,634,529,462,76th,80th,82nd,8,4,7,84th,93rd,86th
CO,08045,28372.4617441861,13767.235,35036.5380908192,35057.5072330141,0.806939748739574,0.367869862130257,"$28,372","$13,767","$35,037","$35,058",1120,1767,450,453,1903,2427,59th,35th,83rd,83rd,30th,11th,19,32,19,18,23,34,56th,24th,56th,58th,46th,19th,0.526479750778816,0.955697142857143,1.0131,52.69%,95.59%,101.31%,1810,2262,1806,36th,20th,36th,19,27,20,61st,44th,59th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28372.4617441861,13767.235,35036.5380908192,35057.5072330141,0.806939748739574,0.367869862130257,"$28,372","$13,767","$35,037","$35,058",1080,1722,530,538,1699,2222,57th,32nd,79th,78th,33rd,12th,18,30,20,18,20,32,56th,25th,51st,56th,51st,20th,0.526479750778816,0.955697142857143,1.0131,52.69%,95.59%,101.31%,1620,2083,1610,40th,22nd,40th,17,23,18,65th,52nd,63rd
CO,08047,26148.004,37910.04,51033.1255883835,51033.1255883835,0.512373163480153,0.742851619666998,"$26,148","$37,910","$51,033","$51,033",1430,8,22,21,2627,396,47th,99th,99th,99th,4th,85th,27,2,2,2,36,9,36th,97th,97th,97th,14th,80th,0.230769230769231,0.939573913043478,0.9402,23.10%,93.94%,94.05%,2780,2414,2679,2nd,15th,6th,43,31,38,10th,36th,21st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26148.004,37910.04,51033.1255883835,51033.1255883835,0.512373163480153,0.742851619666998,"$26,148","$37,910","$51,033","$51,033",1381,5,42,36,2435,300,45th,99th,98th,98th,4th,88th,25,1,2,2,34,7,38th,100th,97th,97th,15th,84th,0.230769230769231,0.939573913043478,0.9402,23.1%,93.94%,94.05%,2614,2236,2508,3rd,17th,7th,42,29,37,10th,39th,21st
CO,08049,25844.7933333333,26843.435,36206.156039018,35288.0085978652,0.706255998479312,0.730678420572928,"$25,845","$26,843","$36,206","$35,288",1472,61,375,434,2277,424,46th,97th,86th,84th,16th,84th,28,5,15,17,28,10,34th,90th,65th,60th,34th,78th,0.66,1.016872,1.10605,66.00%,101.64%,110.55%,652,1409,115,77th,50th,96th,7,12,4,87th,76th,93rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25844.7933333333,26843.435,36206.156039018,35288.0085978652,0.706255998479312,0.730678420572928,"$25,845","$26,843","$36,206","$35,288",1421,71,442,520,2073,319,44th,97th,82nd,79th,18th,87th,27,4,16,17,24,8,33rd,92nd,61st,58th,41st,82nd,0.66,1.016872,1.10605,66.0%,101.64%,110.55%,482,1228,102,82nd,54th,96th,5,10,3,91st,80th,95th
CO,08051,27784.3033333333,17429.2,30186.7996746433,32396.0271412949,0.936979290968225,0.71143278182567,"$27,784","$17,429","$30,187","$32,396",1200,987,1127,747,1330,484,56th,63rd,58th,72nd,51st,82nd,23,21,25,22,18,11,46th,51st,41st,48th,58th,75th,0.637931034482759,1.02557844827586,1.02765,63.80%,102.52%,102.74%,812,1267,1316,71st,55th,54th,9,10,12,82nd,80th,76th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27784.3033333333,17429.2,30186.7996746433,32396.0271412949,0.936979290968225,0.71143278182567,"$27,784","$17,429","$30,187","$32,396",1158,994,1200,824,1139,371,54th,61st,52nd,67th,55th,85th,22,19,26,22,14,9,46th,53rd,35th,46th,66th,79th,0.637931034482759,1.02557844827586,1.02765,63.8%,102.52%,102.74%,631,1084,1120,76th,59th,58th,7,8,10,86th,84th,80th
CO,08055,27993.4075,15228.58,25366.3715803583,25366.3715803583,1.12891007125464,0.585675107922897,"$27,993","$15,229","$25,366","$25,366",1171,1451,1979,1945,655,1041,57th,47th,27th,28th,76th,61st,21,28,37,37,7,13,51st,34th,12th,12th,85th,70th,0.795454545454545,1.15640454545455,1.1784,79.53%,115.61%,117.81%,139,97,16,95th,96th,99th,1,1,1,100th,100th,100th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.852941176470588,1.25581764705882,1.19645,85.25%,125.62%,119.68%,20,11,9,96th,97th,98th,1,1,1,100th,100th,100th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.8184,1.0244,59.95%,81.84%,102.41%,944,2597,1222,65th,3rd,54th,9,41,14,82nd,13th,71st
CO,08059,31324.290079646,18631.23,43164.0720885931,40864,0.764392894738283,0.435465566568019,"$31,324","$18,631","$43,164","$40,864",750,753,104,163,2072,2075,72nd,72nd,96th,94th,24th,24th,14,17,6,8,24,26,68th,60th,87th,82nd,43rd,39th,0.487226277372263,0.975346901554404,1,48.73%,97.57%,99.99%,2141,2064,2317,25th,27th,19th,27,22,26,44th,55th,45th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13667.518,12089.07,31858.8513965231,30076,0.423457634327336,0.40195072483043,"$13,668","$12,089","$31,859","$30,076",410,258,53,88,439,377,8th,42nd,88th,80th,1st,15th,11,10,2,3,11,10,9th,18th,90th,81st,9th,18th,0,0.659322727272727,0.642,0.00%,65.89%,64.24%,483,483,482,1st,1st,1st,15,15,15,6th,6th,6th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31402.7646222222,18643.17,43214.3175138912,40864,0.765908162562332,0.435895211385736,"$31,403","$18,643","$43,214","$40,864",743,764,147,213,1863,1872,70th,70th,94th,91st,27th,26th,15,16,7,8,21,25,64th,61st,84th,82nd,48th,38th,0.48960880195599,0.976794440974391,1.0004,48.95%,97.68%,99.99%,1940,1845,1972,28th,31st,27th,21,21,22,56th,56th,54th
CO,08063,12411.0984615385,6442.35,31721.0769230769,31902,0.389444467140202,0.201941884521347,"$12,411","$6,442","$31,721","$31,902",2681,2682,847,823,2711,2716,2nd,2nd,69th,69th,1st,1st,41,39,22,23,41,39,2nd,7th,48th,46th,2nd,7th,0.121212121212121,0.560027272727273,0.486,12.10%,55.99%,48.62%,2829,2853,2854,1st,1st,1st,46,47,47,4th,2nd,2nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12411.0984615385,6442.35,31721.0769230769,31902,0.389444467140202,0.201941884521347,"$12,411","$6,442","$31,721","$31,902",2504,2507,916,901,2523,2529,1st,1st,64th,64th,1st,1st,39,37,22,23,39,37,2nd,7th,46th,43rd,2nd,7th,0.121212121212121,0.560027272727273,0.486,12.1%,55.99%,48.62%,2664,2691,2690,1st,1st,1st,45,46,46,4th,2nd,2nd
CO,08065,22918.521,14135.44,35529.1302325582,36988.0431893688,0.639350015065058,0.41148970871957,"$22,919","$14,135","$35,529","$36,988",1863,1688,410,319,2445,2225,31st,38th,85th,88th,10th,18th,31,30,16,12,34,31,26th,29th,63rd,73rd,19th,26th,0.4,0.75822,0.8074,40.04%,75.79%,80.74%,2557,2805,2802,10th,1st,2nd,39,45,44,19th,6th,8th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25853.7157142857,13939.16,36988.0431893688,36988.0431893688,0.698974952038466,0.376855837672603,"$25,854","$13,939","$36,988","$36,988",1419,1690,384,394,2093,2189,44th,33rd,84th,84th,17th,14th,26,29,14,13,27,31,35th,28th,66th,69th,33rd,23rd,0.375,0.6956,0.6068,37.51%,69.52%,60.72%,2456,2663,2679,9th,1st,1st,39,44,44,17th,6th,6th
CO,08067,32524.61,18576.31,35065.8211913099,34771,0.954950602585152,0.529306438522946,"$32,525","$18,576","$35,066","$34,771",598,766,448,482,1248,1402,78th,72nd,83rd,82nd,54th,48th,11,18,18,20,15,18,75th,58th,58th,53rd,65th,58th,0.66497461928934,1.09759974226804,1.066,66.55%,109.78%,106.59%,613,334,478,78th,88th,83rd,6,3,7,89th,95th,87th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32524.61,18576.31,35065.8211913099,34771,0.954950602585152,0.529306438522946,"$32,525","$18,576","$35,066","$34,771",614,778,525,571,1075,1221,75th,69th,79th,77th,57th,52nd,11,17,18,20,12,15,74th,58th,56th,51st,71st,64th,0.66497461928934,1.09759974226804,1.066,66.55%,109.78%,106.59%,455,248,371,83rd,90th,86th,4,2,5,93rd,97th,91st
CO,08069,31838.6952506266,19875.765,34984.7921583424,33903,1.03923126192901,0.556713878640522,"$31,839","$19,876","$34,985","$33,903",679,534,452,572,942,1231,75th,80th,83rd,79th,65th,55th,12,12,20,21,12,15,73rd,73rd,53rd,51st,73rd,65th,0.55952380952381,1.00263161700897,1.0209,55.99%,100.21%,102.08%,1517,1639,1524,46th,42nd,46th,12,17,18,76th,65th,63rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23179.844,15731.94,24230.3849402734,24230.3849402734,0.956643654532815,0.649264963754327,"$23,180","$15,732","$24,230","$24,230",229,118,233,234,237,155,48th,73rd,47th,47th,46th,65th,7,4,8,8,6,3,45th,72nd,36th,36th,54th,81st,0.388888888888889,0.801094444444444,0.794,38.94%,80.08%,79.42%,444,472,474,8th,2nd,2nd,13,14,14,20th,13th,13th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31893.2907818411,19894.39,35052.6005266782,33903,1.03975199085333,0.554504862092041,"$31,893","$19,894","$35,053","$33,903",682,558,528,654,765,1056,73rd,78th,79th,74th,70th,58th,13,11,19,21,10,13,69th,74th,53rd,48th,76th,69th,0.56039886039886,1.00368647862751,1.0211,55.99%,100.32%,102.08%,1310,1435,1336,51st,46th,50th,11,14,15,78th,71st,69th
